Frequency(Hz),Magnitude,Power(dB)
1.566800000000000000e+04,4.154990990483073984e-05,-8.762857736702564182e+01
1.566820000000000073e+04,1.545379240547738146e-05,-9.621924231531549765e+01
1.566840000000000146e+04,4.562740856002213988e-05,-8.681546489505963393e+01
1.566860000000000036e+04,2.420589065608904494e-05,-9.232154277385255625e+01
1.566880000000000109e+04,4.797813949842056003e-05,-8.637911383938907761e+01
1.566900000000000000e+04,6.701280691972608008e-05,-8.347683085220123189e+01
1.566920000000000073e+04,4.374044532748268542e-05,-8.718231613550571524e+01
1.566940000000000146e+04,2.721684891065290210e-05,-9.130321123844824172e+01
1.566960000000000036e+04,4.464553262769124369e-05,-8.700442037423785280e+01
1.566980000000000109e+04,1.042901642996561820e-05,-9.963504968160344788e+01
1.567000000000000000e+04,3.703386585071586230e-05,-8.862799556465074602e+01
1.567020000000000073e+04,3.592801608050752991e-05,-8.889131109553429155e+01
1.567040000000000146e+04,5.103966148048994108e-05,-8.584182727662701495e+01
1.567060000000000036e+04,2.157515984874064789e-05,-9.332087930025542732e+01
1.567080000000000109e+04,5.467322286967299659e-05,-8.524449060553868662e+01
1.567100000000000000e+04,6.293579097672833572e-05,-8.402203230325311267e+01
1.567120000000000073e+04,8.523682006959011094e-05,-8.138744502733774766e+01
1.567140000000000146e+04,4.095282077665407744e-05,-8.775430237528809130e+01
1.567160000000000036e+04,1.331082524184129607e-05,-9.751583511370668589e+01
1.567180000000000109e+04,1.759575488062362712e-05,-9.509179256928001678e+01
1.567200000000000000e+04,2.387736524303301787e-05,-9.244023556876966552e+01
1.567220000000000073e+04,2.503092440609026167e-05,-9.203042752656637049e+01
1.567240000000000146e+04,1.802724555928669582e-05,-9.488136432725242742e+01
1.567260000000000036e+04,9.298152911222962942e-06,-1.006319729048208558e+02
1.567280000000000109e+04,3.388835665722974205e-05,-8.939896418566678449e+01
1.567300000000000000e+04,4.073696031366883343e-05,-8.780020627923333620e+01
1.567320000000000073e+04,3.226183747615353150e-05,-8.982619109607952623e+01
1.567340000000000146e+04,5.215884649239515181e-05,-8.565342378155034453e+01
1.567360000000000036e+04,7.718771608148641611e-05,-8.224902493270877812e+01
1.567380000000000109e+04,5.489403721376550954e-05,-8.520948072909408211e+01
1.567400000000000000e+04,4.948730734850104250e-05,-8.611010596670836037e+01
1.567420000000000073e+04,5.481196870448748238e-05,-8.522247613152104861e+01
1.567440000000000146e+04,4.480054930573689446e-05,-8.697431383260179416e+01
1.567460000000000036e+04,3.890419428808689940e-05,-8.820004916490654523e+01
1.567480000000000109e+04,3.082662982724996415e-05,-9.022145087641214900e+01
1.567500000000000000e+04,2.730988062273632515e-05,-9.127357216010659613e+01
1.567520000000000073e+04,2.630370704535853579e-05,-9.159962779892268259e+01
1.567540000000000146e+04,3.884383526798485789e-05,-8.821353556570534238e+01
1.567560000000000036e+04,3.682812857273254597e-05,-8.867638340166314492e+01
1.567580000000000109e+04,8.947390911356088250e-06,-1.009659746816703603e+02
1.567600000000000000e+04,3.082673836376511418e-05,-9.022142029468851376e+01
1.567620000000000073e+04,4.009883254741749588e-05,-8.793734376701614508e+01
1.567640000000000146e+04,3.949426187772178334e-05,-8.806929797616142253e+01
1.567660000000000036e+04,7.183186779729712642e-05,-8.287364472289971218e+01
1.567680000000000109e+04,3.264987640857755166e-05,-8.972234256381385364e+01
1.567700000000000000e+04,8.513601610876353647e-06,-1.013976315018310572e+02
1.567720000000000073e+04,4.536981108270531744e-05,-8.686464143752660050e+01
1.567740000000000146e+04,5.237293627442149685e-05,-8.561784495160452479e+01
1.567760000000000036e+04,2.263029203196193168e-05,-9.290615845175554455e+01
1.567780000000000109e+04,2.891879402424783456e-05,-9.077636640483288488e+01
1.567800000000000000e+04,3.786150982468895119e-05,-8.843601848725647585e+01
1.567820000000000073e+04,4.719888812765199210e-05,-8.652134623718589523e+01
1.567840000000000146e+04,7.500292482825068158e-05,-8.249842442823855038e+01
1.567860000000000036e+04,9.121117378581984592e-05,-8.079902958422648851e+01
1.567880000000000109e+04,7.344194765481088254e-05,-8.268110445945112019e+01
1.567900000000000000e+04,4.438793449751107166e-05,-8.705468170223369384e+01
1.567920000000000073e+04,3.874984806804853061e-05,-8.823457750381152209e+01
1.567940000000000146e+04,2.620094579160978402e-05,-9.163362747706989353e+01
1.567960000000000036e+04,4.081129475895803820e-05,-8.778437125289615039e+01
1.567980000000000109e+04,3.811139266812628749e-05,-8.837888082784418486e+01
1.568000000000000000e+04,1.951346288084403069e-05,-9.419326855550146149e+01
1.568020000000000073e+04,4.017538872202262287e-05,-8.792077662956907602e+01
1.568040000000000146e+04,1.483418883656208508e-05,-9.657466538297921943e+01
1.568060000000000036e+04,6.830629002158089471e-05,-8.331077332862383855e+01
1.568080000000000109e+04,9.935732648245912749e-05,-8.005599331898226012e+01
1.568100000000000000e+04,4.443421368329498463e-05,-8.704563046805971283e+01
1.568120000000000073e+04,2.566246747951731502e-05,-9.181399791291920565e+01
1.568140000000000146e+04,1.563662157740574419e-05,-9.611708593356675578e+01
1.568160000000000036e+04,1.935910579335309078e-05,-9.426224926972530227e+01
1.568180000000000109e+04,1.440542726391417690e-05,-9.682941682525867577e+01
1.568200000000000000e+04,7.157196527146732678e-05,-8.290512901353564246e+01
1.568220000000000073e+04,7.784727187164848690e-05,-8.217512089272187836e+01
1.568240000000000146e+04,5.738786187241025751e-05,-8.482358397806429195e+01
1.568260000000000036e+04,6.630714373307610094e-05,-8.356878049028780708e+01
1.568280000000000109e+04,1.048144735151090569e-04,-7.959156656896097104e+01
1.568300000000000000e+04,9.188677516738424152e-05,-8.073493034887181352e+01
1.568320000000000073e+04,9.744653121004359241e-05,-8.022466340228228887e+01
1.568340000000000146e+04,2.999877547609779187e-05,-9.045790049472600458e+01
1.568360000000000036e+04,4.461901397769591404e-05,-8.700958115904361989e+01
1.568380000000000109e+04,2.865645752114442881e-05,-9.085551964190449326e+01
1.568400000000000000e+04,2.900842005997492643e-05,-9.074948854437509738e+01
1.568420000000000073e+04,4.858407120767005796e-05,-8.627010402910811138e+01
1.568440000000000146e+04,2.895964899023752216e-05,-9.076410413446133418e+01
1.568460000000000036e+04,2.609416478874568941e-05,-9.166909869944221612e+01
1.568480000000000109e+04,3.668899726323067976e-05,-8.870925947892887109e+01
1.568500000000000000e+04,1.460045822279186958e-05,-9.671261079055283005e+01
1.568520000000000073e+04,4.568183921109351275e-05,-8.680510936897388774e+01
1.568540000000000146e+04,4.243149412346645531e-05,-8.744621303611721430e+01
1.568560000000000036e+04,1.840556739444529846e-05,-9.470096860594384225e+01
1.568580000000000109e+04,3.601500998342352519e-05,-8.887030509261963118e+01
1.568600000000000000e+04,4.586704591845603546e-05,-8.676996565972308417e+01
1.568620000000000073e+04,3.495151163903109399e-05,-8.913065587773607490e+01
1.568640000000000146e+04,4.573093738750511257e-05,-8.679577893474849759e+01
1.568660000000000036e+04,3.699099035632790735e-05,-8.863805734300413519e+01
1.568680000000000109e+04,3.992130255229039683e-05,-8.797588418235258700e+01
1.568700000000000000e+04,7.213118835414202088e-05,-8.283752621406705430e+01
1.568720000000000073e+04,5.591825144777987018e-05,-8.504891281380469081e+01
1.568740000000000146e+04,5.966885847971188417e-05,-8.448503085379729782e+01
1.568760000000000036e+04,8.958223179349993211e-05,-8.095555274453126060e+01
1.568780000000000109e+04,7.693689419309096100e-05,-8.227729569795188524e+01
1.568800000000000000e+04,3.992733885168755966e-05,-8.797457093523306071e+01
1.568820000000000073e+04,1.340993091368976512e-05,-9.745140441965794764e+01
1.568840000000000146e+04,4.474055120717078344e-05,-8.698595397938652241e+01
1.568860000000000036e+04,7.777303139844737520e-05,-8.218340829177626006e+01
1.568880000000000109e+04,4.707434966689463156e-05,-8.654429496973223479e+01
1.568900000000000000e+04,3.382624510478690117e-05,-8.941489849329320805e+01
1.568920000000000073e+04,5.463377657903316571e-05,-8.525075965540422374e+01
1.568940000000000146e+04,4.996406799425314306e-05,-8.602682680171378138e+01
1.568960000000000036e+04,5.615942472529991523e-05,-8.501153152541867541e+01
1.568980000000000109e+04,3.283053070294503884e-05,-8.967441548085169245e+01
1.569000000000000000e+04,3.011431526149240822e-05,-9.042451130414175964e+01
1.569020000000000073e+04,3.617363059773866642e-05,-8.883213400255874603e+01
1.569040000000000146e+04,2.098609279822652969e-05,-9.356132683263243166e+01
1.569060000000000036e+04,3.764371143693609473e-05,-8.848612821380753246e+01
1.569080000000000109e+04,7.787015935778342343e-05,-8.217256757645930065e+01
1.569100000000000000e+04,6.428646317551444983e-05,-8.383759582877590333e+01
1.569120000000000073e+04,3.279403969429712303e-05,-8.968407515370529381e+01
1.569140000000000146e+04,1.929743124264497210e-05,-9.428996494551851981e+01
1.569160000000000036e+04,3.836352141876375515e-05,-8.832160806759199545e+01
1.569180000000000109e+04,7.147239603225869518e-06,-1.029171116413037623e+02
1.569200000000000000e+04,5.749631840410662857e-05,-8.480718415517395670e+01
1.569220000000000073e+04,1.173088666661674873e-05,-9.861330917653616268e+01
1.569240000000000146e+04,6.430392525857969851e-05,-8.383523681122827043e+01
1.569260000000000036e+04,4.579864890032793863e-05,-8.678292771202094968e+01
1.569280000000000109e+04,5.194073516492238145e-05,-8.568982143121509409e+01
1.569300000000000000e+04,6.830663022707647830e-05,-8.331073006795628544e+01
1.569320000000000073e+04,5.430681966247054483e-05,-8.530289660168035937e+01
1.569340000000000146e+04,8.661834017502458613e-05,-8.124779282622628784e+01
1.569360000000000036e+04,9.361489398074913058e-05,-8.057309172575347134e+01
1.569380000000000109e+04,9.131418197453935993e-05,-8.078922582989419254e+01
1.569400000000000000e+04,3.957883941573403784e-05,-8.805071695249927188e+01
1.569420000000000073e+04,2.944576589287796462e-05,-9.061951340357525453e+01
1.569440000000000146e+04,2.248469045406568693e-05,-9.296222310927861088e+01
1.569460000000000036e+04,4.544073977904032526e-05,-8.685107302303883614e+01
1.569480000000000109e+04,4.766431246670574493e-05,-8.643611511841513106e+01
1.569500000000000000e+04,2.025426458706262344e-05,-9.386962753606650267e+01
1.569520000000000073e+04,3.095587201674650165e-05,-9.018511109202223963e+01
1.569540000000000146e+04,7.765369814566294075e-05,-8.219674595045029264e+01
1.569560000000000036e+04,3.476540497929582246e-05,-8.917702915952163778e+01
1.569580000000000109e+04,1.665281810139794831e-05,-9.557019307583546208e+01
1.569600000000000000e+04,3.727339693579819559e-05,-8.857199721136936432e+01
1.569620000000000073e+04,5.770078714105802910e-05,-8.477635019182321230e+01
1.569640000000000146e+04,3.425972934299962837e-05,-8.930429609394732893e+01
1.569660000000000036e+04,1.248371546065313374e-05,-9.807305319650127728e+01
1.569680000000000109e+04,1.649513417542337654e-05,-9.565283029182739938e+01
1.569700000000000000e+04,3.854431526495481015e-05,-8.828077076746937735e+01
1.569720000000000073e+04,2.449404252475739666e-05,-9.221875518888823819e+01
1.569740000000000146e+04,5.894157564412504249e-05,-8.459155043634797266e+01
1.569760000000000036e+04,4.682793424352239825e-05,-8.658988145469770359e+01
1.569780000000000109e+04,3.183388262153046688e-05,-8.994218050288240818e+01
1.569800000000000000e+04,6.063270091952833530e-05,-8.434584738318166330e+01
1.569820000000000073e+04,3.205150597674897889e-05,-8.988300409708971017e+01
1.569840000000000146e+04,4.202525034417783380e-05,-8.752977314758113891e+01
1.569860000000000036e+04,3.992041243662368269e-05,-8.797607785121556390e+01
1.569880000000000109e+04,4.697987395111046730e-05,-8.656174456721429067e+01
1.569900000000000000e+04,3.250657287416084589e-05,-8.976054958352376900e+01
1.569920000000000073e+04,5.705158773811184098e-05,-8.487463006978575208e+01
1.569940000000000146e+04,5.268763944045505923e-05,-8.556580868733981049e+01
1.569960000000000036e+04,2.554778680310351599e-05,-9.185290033540428567e+01
1.569980000000000109e+04,2.691958005908626472e-05,-9.139860212031267395e+01
1.570000000000000000e+04,3.755227502346328820e-05,-8.850725181129683961e+01
1.570020000000000073e+04,3.104646691592594034e-05,-9.015972832965195494e+01
1.570040000000000146e+04,4.069742120750199633e-05,-8.780864083696359046e+01
1.570060000000000036e+04,8.346191690409130077e-05,-8.157022249080068832e+01
1.570080000000000109e+04,7.037327989877661298e-05,-8.305183180277509791e+01
1.570100000000000000e+04,3.966762270341645072e-05,-8.803125462713344973e+01
1.570120000000000073e+04,1.777585930509050166e-05,-9.500333905284685443e+01
1.570140000000000146e+04,1.554209642341929239e-05,-9.616975213391245347e+01
1.570160000000000036e+04,2.799201451376646938e-05,-9.105928587706833355e+01
1.570180000000000109e+04,3.096862351750161282e-05,-9.018153390431422167e+01
1.570200000000000000e+04,1.797545601340427325e-05,-9.490635334594614392e+01
1.570220000000000073e+04,4.640913968731307665e-05,-8.666791092953332054e+01
1.570240000000000146e+04,5.466498714182270777e-05,-8.524579910496399293e+01
1.570260000000000036e+04,3.832980013720166515e-05,-8.832924624466446062e+01
1.570280000000000109e+04,3.556911694526518277e-05,-8.897851391365504981e+01
1.570300000000000000e+04,4.566297496952663920e-05,-8.680869692597751452e+01
1.570320000000000073e+04,2.361778466947697826e-05,-9.253518004936358921e+01
1.570340000000000146e+04,1.138521341620609267e-05,-9.887310019152515395e+01
1.570360000000000036e+04,4.722017793246917219e-05,-8.651742922096859445e+01
1.570380000000000109e+04,2.515002778921836984e-05,-9.198919607855360425e+01
1.570400000000000000e+04,9.729451766262338646e-05,-8.023822368467962463e+01
1.570420000000000073e+04,5.859896873240155767e-05,-8.464218571635932165e+01
1.570440000000000146e+04,3.431911187143944086e-05,-8.928925388255932205e+01
1.570460000000000036e+04,3.123145866430718400e-05,-9.010812682041296284e+01
1.570480000000000109e+04,5.817757084397375705e-05,-8.470487339634709656e+01
1.570500000000000000e+04,3.968916689468548239e-05,-8.802653845850736047e+01
1.570520000000000073e+04,5.653662590184810013e-05,-8.495338691089258987e+01
1.570540000000000146e+04,3.692895692571206026e-05,-8.865263565970121817e+01
1.570560000000000036e+04,1.586364884993004355e-05,-9.599188348734216447e+01
1.570580000000000109e+04,4.786679651603241019e-05,-8.639929458788117245e+01
1.570600000000000000e+04,6.519713932283028343e-05,-8.371541586825870240e+01
1.570620000000000073e+04,5.524188997792839806e-05,-8.515461370510236350e+01
1.570640000000000146e+04,4.589501259847173165e-05,-8.676467120626027452e+01
1.570660000000000036e+04,6.017038058297042701e-05,-8.441233039549557304e+01
1.570680000000000109e+04,6.377283741878274012e-05,-8.390727157388573687e+01
1.570700000000000000e+04,3.690650903666315813e-05,-8.865791711522416563e+01
1.570720000000000073e+04,2.960396121120182744e-05,-9.057297412974750728e+01
1.570740000000000146e+04,3.979485465783033887e-05,-8.800343971589278169e+01
1.570760000000000036e+04,1.736066906183357102e-05,-9.520862079988113180e+01
1.570780000000000109e+04,3.682893609329058337e-05,-8.867619295108153210e+01
1.570800000000000000e+04,5.558899807096980109e-05,-8.510020744600646481e+01
1.570820000000000073e+04,3.459452455233878845e-05,-8.921982756670031733e+01
1.570840000000000146e+04,6.650413006604061900e-05,-8.354301460193394746e+01
1.570860000000000036e+04,9.596329981027194823e-05,-8.035788748322021036e+01
1.570880000000000109e+04,7.149909310570772849e-05,-8.291397718683599294e+01
1.570900000000000000e+04,3.557499480385295688e-05,-8.897707867786846236e+01
1.570920000000000073e+04,5.612821481539750066e-05,-8.501635993499741062e+01
1.570940000000000146e+04,4.460068451941371292e-05,-8.701315004124785446e+01
1.570960000000000036e+04,6.437591600078553682e-05,-8.382551807472680139e+01
1.570980000000000109e+04,8.058141676978742977e-05,-8.187529124464916208e+01
1.571000000000000000e+04,5.751938405283972430e-05,-8.480370036418972290e+01
1.571020000000000073e+04,4.483340920356429895e-05,-8.696794533506513858e+01
1.571040000000000146e+04,3.838549391618770662e-05,-8.831663470878753230e+01
1.571060000000000036e+04,3.207313608221863004e-05,-8.987714438001090400e+01
1.571080000000000109e+04,5.051184966553761248e-05,-8.593211736440227355e+01
1.571100000000000000e+04,4.292594060979862706e-05,-8.734558335811529162e+01
1.571120000000000073e+04,2.496417249283651909e-05,-9.205362171210559552e+01
1.571140000000000146e+04,3.717145689112801992e-05,-8.859578497121665919e+01
1.571160000000000036e+04,6.255335560595968623e-05,-8.407497387635876862e+01
1.571180000000000109e+04,5.974916188868684320e-05,-8.447334910789786022e+01
1.571200000000000000e+04,5.348303740804510913e-05,-8.543566248480701120e+01
1.571220000000000073e+04,1.412884974781707623e-05,-9.699780239031778706e+01
1.571240000000000146e+04,7.010802754634331267e-05,-8.308463263812166133e+01
1.571260000000000036e+04,1.055306475504533639e-04,-7.953241970856534238e+01
1.571280000000000109e+04,4.163262458007031130e-05,-8.761130333096937761e+01
1.571300000000000000e+04,4.356048598696503620e-05,-8.721812573296546134e+01
1.571320000000000073e+04,6.256165467186240216e-05,-8.407382158207774125e+01
1.571340000000000146e+04,6.430678083643799245e-05,-8.383485110157289455e+01
1.571360000000000036e+04,7.892030484772555071e-05,-8.205621391120428143e+01
1.571380000000000109e+04,4.429222028059619508e-05,-8.707343136668467309e+01
1.571400000000000000e+04,1.009519055436126354e-05,-9.991762354066759144e+01
1.571420000000000073e+04,4.434818810344063646e-05,-8.706246279582367720e+01
1.571440000000000146e+04,4.843653281162631653e-05,-8.629652110998452486e+01
1.571460000000000036e+04,4.741883097337097706e-05,-8.648096482225543014e+01
1.571480000000000109e+04,8.467695080222232846e-05,-8.144468552666265282e+01
1.571500000000000000e+04,8.081153262031933197e-05,-8.185052238371926592e+01
1.571520000000000073e+04,7.166182715330073169e-05,-8.289423033679744890e+01
1.571540000000000146e+04,5.849725607461500978e-05,-8.465727524866531439e+01
1.571560000000000036e+04,1.175092741632043420e-05,-9.859848320957787848e+01
1.571580000000000109e+04,2.346923128711539744e-05,-9.258998569201040141e+01
1.571600000000000000e+04,2.137120688889831575e-05,-9.340337838471803877e+01
1.571620000000000073e+04,4.825411564845881593e-05,-8.632929478510340005e+01
1.571640000000000146e+04,4.465789128128421918e-05,-8.700201630826225596e+01
1.571660000000000036e+04,4.478204306962155136e-05,-8.697790253803368898e+01
1.571680000000000109e+04,5.880909875398610047e-05,-8.461109475206909281e+01
1.571700000000000000e+04,5.452971271733263338e-05,-8.526731987790438438e+01
1.571720000000000073e+04,4.670875363135697353e-05,-8.661201582816227074e+01
1.571740000000000146e+04,3.423455321069374401e-05,-8.931068134158822147e+01
1.571760000000000036e+04,2.672530960660744382e-05,-9.146151259720042503e+01
1.571780000000000109e+04,1.890406738912731260e-05,-9.446884891696311115e+01
1.571800000000000000e+04,2.582646222655452702e-05,-9.175866797827582388e+01
1.571820000000000073e+04,5.060670191490057503e-05,-8.591582213926047018e+01
1.571840000000000146e+04,4.693465394259569345e-05,-8.657010909198170623e+01
1.571860000000000036e+04,1.123503148042356037e-05,-9.898843681667574401e+01
1.571880000000000109e+04,4.581736437192208505e-05,-8.677937898375013503e+01
1.571900000000000000e+04,7.130449520684705280e-05,-8.293764962493457915e+01
1.571920000000000073e+04,4.446742760822523609e-05,-8.703914033252092963e+01
1.571940000000000146e+04,2.186241505997048524e-05,-9.320599756699735394e+01
1.571960000000000036e+04,3.720274513298450325e-05,-8.858847691295008531e+01
1.571980000000000109e+04,4.161683051608410991e-05,-8.761459909233218468e+01
1.572000000000000000e+04,2.331728888028809945e-05,-9.264640168406955922e+01
1.572020000000000073e+04,3.108079406001035229e-05,-9.015012993915715356e+01
1.572040000000000146e+04,4.668170131557071684e-05,-8.661704788273087274e+01
1.572060000000000036e+04,5.187505901439805095e-05,-8.570081118045203539e+01
1.572080000000000109e+04,5.343760397166220685e-06,-1.054428979175824566e+02
1.572100000000000000e+04,1.466637854165571686e-05,-9.667348297673061097e+01
1.572120000000000073e+04,6.425977228247612414e-05,-8.384120283901742710e+01
1.572140000000000146e+04,7.960436579703466316e-05,-8.198125135464198365e+01
1.572160000000000036e+04,3.363728456018238706e-05,-8.946355559353401077e+01
1.572180000000000109e+04,2.121043698590513861e-05,-9.346896672673302930e+01
1.572200000000000000e+04,2.245144167951523319e-05,-9.297507663894316465e+01
1.572220000000000073e+04,3.295752623606640385e-05,-8.964088151577416852e+01
1.572240000000000146e+04,5.799634039242749313e-05,-8.473197322024708456e+01
1.572260000000000036e+04,5.347839282082647046e-05,-8.543641681833641144e+01
1.572280000000000109e+04,4.452344653317100810e-05,-8.702820498268533811e+01
1.572300000000000000e+04,2.597656609328940507e-05,-9.170833176133132270e+01
1.572320000000000073e+04,2.722579478503016232e-05,-9.130035676307620918e+01
1.572340000000000146e+04,4.459859191629877573e-06,-1.070133823007842579e+02
1.572360000000000036e+04,1.497938991156794621e-05,-9.649005950357627626e+01
1.572380000000000109e+04,3.343982059567428635e-05,-8.951469524960147339e+01
1.572400000000000000e+04,3.735854633153811187e-05,-8.855217737121262189e+01
1.572420000000000073e+04,3.439758010349903993e-05,-8.926941693474580575e+01
1.572440000000000146e+04,7.525808630247195403e-05,-8.246892504488316433e+01
1.572460000000000036e+04,7.636089817717967921e-05,-8.234256806444437871e+01
1.572480000000000109e+04,4.726112630246220262e-05,-8.650990027553598338e+01
1.572500000000000000e+04,6.955545018593332369e-06,-1.031532518065318982e+02
1.572520000000000073e+04,3.431100551271686039e-05,-8.929130577275134328e+01
1.572540000000000146e+04,1.569681347605687781e-05,-9.608371471244866768e+01
1.572560000000000036e+04,2.309759193650061523e-05,-9.272862830633195586e+01
1.572580000000000109e+04,2.790926453135146102e-05,-9.108500103709900486e+01
1.572600000000000000e+04,2.853139415451374060e-05,-9.089350968703439548e+01
1.572620000000000073e+04,5.704044445201248879e-05,-8.487632675590916165e+01
1.572640000000000146e+04,5.270066599313446128e-05,-8.556366144748574243e+01
1.572660000000000036e+04,4.793613371074731145e-05,-8.638672181860242461e+01
1.572680000000000109e+04,1.912896541987212139e-05,-9.436612495168334647e+01
1.572700000000000000e+04,2.906644316991884554e-05,-9.073213229991853268e+01
1.572720000000000073e+04,2.239341269360018040e-05,-9.299755553459094415e+01
1.572740000000000146e+04,2.219907050004687980e-05,-9.307326506412492506e+01
1.572760000000000036e+04,5.434454480280550296e-05,-8.529686490908005680e+01
1.572780000000000109e+04,6.292334685149677728e-05,-8.402374990801126842e+01
1.572800000000000000e+04,8.346459788263756272e-05,-8.156994348592351685e+01
1.572820000000000073e+04,6.575613434071404806e-05,-8.364126130956542227e+01
1.572840000000000146e+04,7.855604513638864324e-05,-8.209639672312647463e+01
1.572860000000000036e+04,4.273860249953465490e-05,-8.738357333358679568e+01
1.572880000000000109e+04,4.418252460965069482e-05,-8.709496978032289860e+01
1.572900000000000000e+04,8.373229112449544567e-05,-8.154213013156173417e+01
1.572920000000000073e+04,7.679124549500659718e-05,-8.229375445758708452e+01
1.572940000000000146e+04,4.136660686503882236e-05,-8.766698102384360425e+01
1.572960000000000036e+04,4.955483651139738748e-06,-1.060981037699233553e+02
1.572980000000000109e+04,4.816831880901379905e-05,-8.634475219465421958e+01
1.573000000000000000e+04,7.469920688278947518e-05,-8.253366855763482590e+01
1.573020000000000073e+04,4.203846442825008909e-05,-8.752704246159831314e+01
1.573040000000000146e+04,2.020131780377324910e-05,-9.389236298458521901e+01
1.573060000000000036e+04,1.017600680803512538e-05,-9.984836686666314165e+01
1.573080000000000109e+04,3.006772352778124181e-05,-9.043796014705797859e+01
1.573100000000000000e+04,5.528021439888856854e-05,-8.514858991278059364e+01
1.573120000000000073e+04,2.935981768043225559e-05,-9.064490332865076994e+01
1.573140000000000146e+04,1.513291568230873707e-05,-9.640149035734148697e+01
1.573160000000000036e+04,2.705849192165574413e-05,-9.135389614040421691e+01
1.573180000000000109e+04,2.000583990054756811e-05,-9.397682080368767288e+01
1.573200000000000000e+04,6.355927380891051432e-05,-8.393640780282191827e+01
1.573220000000000073e+04,2.969713606411031014e-05,-9.054567937592014459e+01
1.573240000000000146e+04,2.691879998933153584e-05,-9.139885382085137167e+01
1.573260000000000036e+04,2.333392044833899949e-05,-9.264020851765521058e+01
1.573280000000000109e+04,4.755447433174154039e-05,-8.645615402816599726e+01
1.573300000000000000e+04,5.971797872464239162e-05,-8.447788346057059528e+01
1.573320000000000073e+04,2.046414859238359534e-05,-9.378008394358218425e+01
1.573340000000000146e+04,3.910224679532954686e-05,-8.815594353767005487e+01
1.573360000000000036e+04,3.816579435052231501e-05,-8.836649112473540413e+01
1.573380000000000109e+04,3.380820218818244839e-05,-8.941953276854606258e+01
1.573400000000000000e+04,2.025182744268849382e-05,-9.387067274489852764e+01
1.573420000000000073e+04,4.037066218830375115e-05,-8.787866102316365868e+01
1.573440000000000146e+04,7.126000385167164557e-05,-8.294307098121703348e+01
1.573460000000000036e+04,4.612457836303238720e-05,-8.672133298495998588e+01
1.573480000000000109e+04,4.672873034063701779e-05,-8.660830179143948726e+01
1.573500000000000000e+04,5.181112923648363203e-05,-8.571152207655487132e+01
1.573520000000000073e+04,5.567606724531044192e-05,-8.508661338515699413e+01
1.573540000000000146e+04,2.875213195123987035e-05,-9.082656873323763591e+01
1.573560000000000036e+04,8.658689459115477636e-05,-8.125094668654790553e+01
1.573580000000000109e+04,6.203618434744759930e-05,-8.414708444145136923e+01
1.573600000000000000e+04,7.102859582178258939e-05,-8.297132318920091620e+01
1.573620000000000073e+04,8.842272752769032851e-05,-8.106871203243022705e+01
1.573640000000000146e+04,4.599770894300662211e-05,-8.674525709968364140e+01
1.573660000000000036e+04,7.257787387242948828e-06,-1.027837954911809959e+02
1.573680000000000109e+04,3.244079350402380804e-05,-8.977814385461640256e+01
1.573700000000000000e+04,6.817449732822219847e-05,-8.332754837059356134e+01
1.573720000000000073e+04,2.591157186933620065e-05,-9.173009129242358028e+01
1.573740000000000146e+04,4.669877146763955303e-05,-8.661387229073292815e+01
1.573760000000000036e+04,5.423149769202323709e-05,-8.531495201654315963e+01
1.573780000000000109e+04,6.414833861904489613e-05,-8.385627819883963241e+01
1.573800000000000000e+04,4.711016012531300080e-05,-8.653768995485486926e+01
1.573820000000000073e+04,9.398234138596030858e-06,-1.005389823716863305e+02
1.573840000000000146e+04,3.844925455754562630e-05,-8.830221892450668975e+01
1.573860000000000036e+04,7.812028149227049658e-05,-8.214471289099563478e+01
1.573880000000000109e+04,5.152474538662493069e-05,-8.575966605515213814e+01
1.573900000000000000e+04,2.007009778500182899e-05,-9.394896695332786862e+01
1.573920000000000073e+04,4.455219174924149474e-05,-8.702259902291234539e+01
1.573940000000000146e+04,5.230191161169482926e-05,-8.562963214423845670e+01
1.573960000000000036e+04,2.913237745977550740e-05,-9.071245161787683742e+01
1.573980000000000109e+04,2.360973989077182653e-05,-9.253813916125481853e+01
1.574000000000000000e+04,4.232188406321767555e-05,-8.746867961364017674e+01
1.574020000000000073e+04,6.840576543697276342e-05,-8.329813316510110610e+01
1.574040000000000146e+04,1.612589844493330063e-05,-9.584946772833336581e+01
1.574060000000000036e+04,6.502718083370549881e-05,-8.373808811947519359e+01
1.574080000000000109e+04,4.935978018036645709e-05,-8.613251806420814205e+01
1.574100000000000000e+04,3.389915514987159651e-05,-8.939619688423007915e+01
1.574120000000000073e+04,4.215893689265760343e-05,-8.750218637952588097e+01
1.574140000000000146e+04,2.792943346926092253e-05,-9.107872637256622284e+01
1.574160000000000036e+04,2.562221027480246279e-05,-9.182763427998963834e+01
1.574180000000000109e+04,5.427029659050101998e-05,-8.530874009450710105e+01
1.574200000000000000e+04,9.843079141027363691e-05,-8.013737163633749105e+01
1.574220000000000073e+04,8.080283438479190735e-05,-8.185145734787889182e+01
1.574240000000000146e+04,7.363160195727407964e-05,-8.265870321846816182e+01
1.574260000000000036e+04,6.148538723846389508e-05,-8.422454762141450146e+01
1.574280000000000109e+04,4.224190385613242680e-05,-8.748510976260091354e+01
1.574300000000000000e+04,1.509306922115458819e-05,-9.642439117434167883e+01
1.574320000000000073e+04,3.717346988968435039e-05,-8.859531460593345287e+01
